CEFR,Text
B1,"Kosten Einmal im Monat erhalten Sie eine Rechnung per Mail, falls Sie ein Fahrzeug benutzt haben. Genaue Nutzungsdaten (Standort, Zeit, Kilometer) ﬁnden Sie in Ihrem Kundenkonto. Sie hören eine Nachricht auf dem Anrufbeantworter. Hallo, hier ist Peter Urban von der Heizungsfirma Nather. Frau Jenke, wir hatten ja letzte Woche bei Ihnen einen Termin wegen einer neuen Heizung. Wir haben jetzt ein paar Heizungstypen für Sie rausgesucht und schicken Ihnen die Kataloge mit Preisen per Mail heute noch zu. Bitte schauen Sie sich das in Ruhe an. Ihre alte Heizung funktioniert ja noch, es eilt also nicht so. Melden Sie sich dann bitte bei uns, wir sind täglich bis 15 Uhr erreichbar. Auf Wiederhören. Sie hören den Text noch einmal. Hallo, hier ist Peter Urban von der Heizungsfirma Nather. Frau Jenke, wir hatten ja letzte Woche bei Ihnen einen Termin wegen einer neuen Heizung. "
B1,"
Wir haben jetzt ein paar Heizungstypen für Sie rausgesucht und schicken Ihnen die Kataloge mit Preisen per Mail heute noch zu. Bitte schauen Sie sich das in Ruhe an. Ihre alte Heizung funktioniert ja noch, es eilt also nicht so. Melden Sie sich dann bitte bei uns, wir sind täglich bis 15 Uhr erreichbar. Auf Wiederhören. Nummer 1 Sie hören eine Nachricht auf dem Anrufbeantworter. Hallo Lena, hier ist Nadja. Ich rufe wegen unserer Theaterkarten am Samstagabend an. Ich hoffe, du hast es nicht vergessen? Wir sehen „the Black Rider“ von tom Waits. Das habe ich auch schon auf Englisch gesehen und fand es super. Bin gespannt, wie die Inszenierung ist! Es geht um sieben los. Wollen wir uns schon um 18 Uhr treffen? Dann können wir im Hof noch etwas trinken, das ist echt schön dort. Also, melde dich doch kurz! tschüs! …
"
B1,"
Nummer 2 Sie hören eine ansage im radio. Und jetzt noch ein paar Informationen zum morgigen Stadtmarathon. Dieses Jahr werden wieder über 20.000 teilnehmende erwartet. Falls Sie zuschauen wollen, dann fahren Sie mit der U-Bahn oder dem Fahrrad, denn das Zentrum ist für den Autoverkehr gesperrt. teilnehmende brauchen für alle Fahrten mit Bus und Bahn nichts zu bezahlen, Ihre Teilnahmebestätigung genügt als ticket. Sie können sich ab heute registrieren, dann haben Sie morgen mehr Zeit zum Frühstücken. Aber verpassen Sie den Start nicht, um 10 Uhr geht es los. Viel Erfolg!  Wir berichten ab 10 Uhr. Nummer 3 Sie hören eine Durchsage im Zug. Achtung Reisende! Wir erreichen in Kürze - mit 12 Minuten Verspätung - Berlin Hauptbahnhof. Für alle Weiterreisenden: Sie erreichen die Anschlusszüge nach München um  15 Uhr 32 von Gleis 20 und nach Dresden um 15 Uhr 37 von Gleis 11. 
"
B1,"
Der Intercity 379 nach Bremen fällt wegen technischer Probleme heute leider aus. Reisende nach Bremen fahren bitte bis Hamburg und nehmen dort einen Anschlusszug. Die nächste Verbindung nach Hamburg ist um 15 Uhr 40 von Gleis 19. Weitere Informationen erhalten Sie am Infopoint. Wir danken Ihnen für die Fahrt mit der Deutschen Bahn. Sie hören eine Nachricht auf dem Anrufbeantworter. Guten Tag, Frau Wallner, hier ist Manfred Guber. Es ist mir etwas unangenehm, aber leider kann ich heute Nachmittag bei unserer Besprechung mit der Firma Klaus nicht dabei sein. Ich muss leider schon früher nach Hause, weil meine Tochter Fieber hat. Meine Frau hat einen sehr wichtigen Termin und kann das nicht übernehmen. Mit dem Chef habe ich schon gesprochen, er meint, Sie schaffen das auch gut allein. Ich schicke Ihnen meine Unterlagen noch rüber und wenn Sie Fragen haben, können Sie mich ja einfach anrufen.
"
B1,"Sie hören den Wetterbericht im Radio. Und nun zum Wetter. nach dem wilden Wetter-Mix mit Regen, Schnee und Sonne in der letzten Woche erwartet uns nun der Mai als echter Wonnemonat mit stabilem, warmem Wetter. Die Temperaturen schaffen es wieder in milde Bereiche und liegen bis Monatsmitte über 15 Grad, in der zweiten Maihälfte auch über 20 Grad. Das erste Maiwochenende bringt keinen Nachtfrost mehr, die Temperaturen bleiben auch in der Nacht über 0 Grad. Aber nicht nur die Temperaturen stimmen, sondern es gibt viel Sonne und so bleibt es auch in den Wochen danach. Sie hören nun einen Text. Sie hören den Text einmal. Dazu lösen Sie fünf aufgaben. Wählen Sie bei jeder Aufgabe die richtige Lösung a, b oder c. lesen Sie jetzt die aufgaben 11 bis 15. Dazu haben Sie 60 Sekunden Zeit. Sie machen einen Busausflug zur reisemesse in München und hören Informationen des Reiseleiters. "
B1,"Hallo und herzlich willkommen auf unserer Fahrt zur Reisemesse „Free“ nach München. Bevor unser Bus losfährt, möchte ich Sie noch kurz informieren. Wir werden voraussichtlich um 11 ankommen und treffen uns dann wieder pünktlich um 20.15 für die Rückfahrt. Wer nicht mit uns zurückfährt, sondern in München übernachtet, gibt mir bitte Bescheid. Wahrscheinlich waren einige von Ihnen schon auf der Messe, denn sie findet seit 1970 einmal jährlich statt. Auf 70 000 Quadratmetern präsentieren sich viele Länder mit attraktiven Ständen, Sie erfahren mehr über die neuesten Reisetrends und können sogar Reisen direkt buchen. Die kosten bis zu zehn Prozent weniger als im Reisebüro. Außerdem können Sie verschiedene Erlebniswelten ausprobieren oder das abwechslungsreiche Rahmenprogramm genießen. Langweilig wird es bestimmt nicht. Letztes Jahr besuchten über 110.000 Reiselustige die Messe, um dort Ideen für ihren eigenen Urlaub zu finden. "
B1,"
Dieses Jahr werden es sicher nicht weniger, aber ich hoffe, dass wir heute Glück haben und es nicht ganz so voll wird. Für die, die keine Tickets über das Internet bestellt haben: Sie können an der Tageskasse entweder ein tagesticket erwerben oder zuerst noch etwas anderes in der Stadt unternehmen und dann ab 15 Uhr mit einem nachmittagsticket die Messe besuchen. Tickets fürs Smartphone wird es erst nächstes Jahr geben. Für die Sportfans unter Ihnen sind wahrscheinlich zwei Neuheiten besonders interessant. Es gibt nämlich endlich mehr Platz für Fahrräder, in einer großen Halle, die sich nur dem Thema Fahrrad widmet. Dort können Sie die neuesten Modelle bewundern und natürlich alles Mögliche, was Fahrradfans interessiert, wie Kleidung, Zubehör und auch Fahrradreisen. Wenn Sie sich für Wassersport begeistern, dann sollten Sie unbedingt zur Kanu-Teststrecke und zum Surferpool gehen. Dort dürfen Sie selbst aufs Wasser und verschiedene Modelle ausprobieren. 
"
B1,"
Profis helfen Ihnen gern und geben Ihnen tipps für die Praxis. Ich hoffe, Sie haben Ihre Badesachen dabei, denn eine Garantie zum trockenbleiben gibt es natürlich nicht.Wie jedes Jahr gibt es wieder ein interessantes Partnerland, das sich besonders präsentieren darf, und das ist dieses Jahr Spanien. Sie können also sowohl im Rahmenprogramm die spanische Kultur und Musik kennenlernen, als auch spanische Köstlichkeiten wie tapas und Wein probieren. Auch ansonsten bietet die Messe kulinarisch viel Abwechslung, denn fast an jedem Länderstand können Sie Spezialitäten probieren. An manchen Ständen kocht sogar ein Koch für Sie. Und in den Restaurants und Cafés wird ebenfalls viel Leckeres zu angemessenen Preisen angeboten. Genießen Sie also Ihren Aufenthalt und wenn Sie Fragen haben, dann stehe ich Ihnen jetzt gern zur Verfügung.  
"
A2,"
Sogar Jonas nickt. Obwohl der Thierry auch nach zwei Jahren im Verein immer noch nicht richtig mag. Jonas wollte Thierry auch nicht als Mannschaftskapitän haben. Aber der Rest der Mannschaft ist einfach toll! Thierry mag sie alle. Schnell zieht er sich um. Er will endlich spielen! Thierry zieht sein Trikot an und pfeift dabei. Er hat immer gute Laune. Die lässt er sich von niemandem  verderben, auch von Jonas nicht. Als er sein Trikot, die Hose und die Schuhe anhat, sieht Thierry den Neuen. Ganz hinten in der Ecke sitzt er. Thierry muss grinsen. Der Junge erinnert ihn an sich selbst, wie er damals zum ersten Mal hier war. Vor zwei Jahren. Genauso schüchtern und verunsichert hat er damals auf der Bank  gesessen. Thierry geht sofort zu dem Jungen. Nicht nur, weil er der  Kapitän ist. 
"
A2,"Er mag einfach Menschen. Ismail heißt der Neue. Thierry begrüßt ihn und stellt ihm Thomas vor, den Trainer.  Thomas ist echt in Ordnung“, sagt er zu Ismail. „Er ist fair und er kennt sich auch noch ein bisschen mit Fußball aus. Alle drei lachen. Thomas hat die Spieler in zwei Teams eingeteilt. Thierry schnappt sich gleich den Ball und geht zum Anstoßkreis. Er will den Neuen testen. Hat Ismail wirklich etwas drauf? Ein paar Mal versucht er Ismail anzuspielen, doch die Gegner schlafen nicht. Dann bringt Thierry den Ball zu Ismail. Ismail nimmt ihn perfekt an. Er sieht sich nach seinen  Mitspielern um. Als sich niemand anbietet, läuft Ismail weiter. Sehr gut!, denkt Thierry. ‚Der hat keine Angst! Auch der Pass von Ismail kommt an. Nur ein Tor gibt es leider nicht. Der Torwart der anderen hält sicher."
A2,"  Super, Ismail!, brüllt Thierry über den Platz.Thierry spielt noch ein paar Mal zu Ismail. Ismail spielt wirklich richtig gut. Er kann tolle Flanken schlagen. Außerdem lacht er so ansteckend. Thierry kann Ismail gleich gut leiden. Ein Pass von Ismail landet auf Thierrys Fuß. Thierry dribbelt  noch einen Verteidiger aus, dann schießt er. Wie ein Komet fliegt der Ball aufs Tor zu. Der Torwart macht sich lang. Aber diesen Schuss kann man nicht halten. Tor!, jubelt Thierry. Seine Mannschaft kommt und umarmt ihn. Auch Ismail. Nach dem Training geht Thierry zu dem Neuen.  „Ich habe mit dem Trainer gesprochen, sagt er. Wenn  du willst, kannst du am Sonntag spielen. Thomas nickt. Ismail freut sich natürlich. Nach dem Umziehen macht Thierry noch ein Foto von Ismail für den Spielerpass. Ohne Pass darf keiner spielen. "
A2,"Am Sonntag kommt meine Schwester zu uns. Das ist  wichtiger als Fußball. Thierry ist geschockt. Thierry schleicht sich davon. Am Sonntagmorgen wird Thierry schon um 5 Uhr wach. Er kann heute nicht Fußball spielen, weil seine Tante kommt. Thierry wälzt sich im Bett hin und her. Das Spiel ist doch so wichtig! Aber der Spielerpass für Ismail ist auch noch nicht da. Um 7 Uhr steht Thierry auf. Als er aus dem Fenster sieht,  entdeckt er einen Mann. Mit einem großen Brief kommt er auf ihr Haus zu. Thierry kennt den Mann. Es ist der Präsident von ihrem Verein. Sofort rennt er die Treppen hinunter. Kurz bevor der Präsident klingeln kann, öffnet Thierry ihm die Tür.„Du wartest doch auf einen Spielerpass, oder?“, fragt  der Präsident. Thierry nickt.  „Hier ist er“, redet der Mann weiter. „Und jetzt: Holt  euch den Pokal!“"
A2,"Thierry freut sich. Aber er fühlt sich auch schlecht. Einen muss  er heute enttäuschen: Seinen Vater oder Ismail. Thierry packt seine Tasche und schleicht sich aus der Wohnung. Thierry sitzt im Bus und fühlt sich richtig mies. Er hat seinen Vater enttäuscht. Vertrauen bedeutet seinem Vater sehr viel. Und ihm auch. Aber Thierry ist der Kapitän der Mannschaft. Er kann sie nicht einfach so im Stich lassen. Thierry sieht auf sein Handy. Dreimal hat sein Bruder schon  angerufen. Thierry macht das Handy ganz aus. Sonst wird er noch verrückt! Wenigstens freut sich Ismail ein Loch in den Bauch. Thierry zeigt ihm den Spielerpass. Auf dem Foto lächelt Ismail ganz glücklich. Als sie am Spielort ankommen, gehen alle in die Umkleidekabine. Der FC Blau-Weiß ist ein starker Gegner, das wissen  alle. Thierry schwört seine Jungs ein. Kurz darauf beginnt das Spiel."
A2,"‚Ich gewinne heute für dich, Papa‘, denkt Thierry. ‚Damit du wieder stolz auf mich sein kannst.‘ In der Pause ist Thierry gar nicht stolz auf sich. Zweimal hat er Fehlpässe gespielt. Einmal ist er am Ball vorbeigerutscht. Das  hat fast ein Tor für die anderen gegeben. Doch der Rest der Mannschaft war auch nicht besser. Jonas war sogar richtig schlecht. Männer, wir müssen besser spielen!, ruft Thierry. Alle nicken. So gewinnen wir nicht mal einen Gartenzwerg, redet er weiter. Wir alle sind noch nicht richtig wach, ich auch nicht. Thomas ist der gleichen Meinung. Ich werde ein bisschen umstellen, sagt der Trainer. Thierry geht weiter nach vorne. Und Ismail geht ins  Mittelfeld, dafür geht Jonas raus. Thierry sieht Jonas an. Er weiß sofort: Das gibt Ärger. Pokalsieg ohne großen Jubel. Thierry ist nicht mit sich zufrieden. Die erste Halbzeit war Mist."
A2,"Der Trainer hätte auch ihn auswechseln können. Im Kopf war er zu sehr bei seinem Vater und den Gästen. Jetzt konzentriert sich Thierry auf das Spiel. ‚Sonst hätte ich auch zu Hause bleiben können‘, denkt er sich. Thierry schwitzt. Der FC Blau-Weiß ist jetzt viel stärker. Auch sie wollen den Pokal holen. Thierry brüllt wie ein Pavian über den Platz. So wird das Team von Minute zu Minute stärker. Weiter, weiter!“, feuert Thierry seine Freunde an. Zweimal hält sein Torwart richtig gute Schüsse. Thierry sieht zur Uhr. Nur noch fünf Minuten. Er denkt wieder an seinen Vater. Für ihn wollte er doch gewinnen. Als ein Gegner an ihm vorbeilaufen will, nimmt Thierry ihm den Ball ab. Er dribbelt um drei Abwehrspieler, dann passt er zu Ismail. – Und Ismail schießt tatsächlich das Tor! Kurz darauf hebt Thierry den Pokal in den Himmel."
A2,"  „Pokalsieger, Pokalsieger!“, jubelt Thierry. Immer wieder hebt er den Pokal hoch. Seine Spieler singen mit. Jeder will den Pokal einmal anfassen. Thierry macht noch schnell ein Selfie von sich mit dem Pokal. Das Foto schickt er an seinen Vater. Hoffentlich sieht er jetzt, wie wichtig Thierry für die Mannschaft ist. Doch in der Kabine ist die Freude schnell vorbei. Die Geldbörse von Jonas wurde geklaut. Und Jonas beschuldigt Ismail. Jonas fordert sogar alle anderen auf, auch nach ihren Sachen zu sehen. Doch sonst fehlt nichts. Moment mal!, mischt Thierry sich ein. „Die Tür war nicht abgeschlossen. Hier kann doch jeder rein!“ Jonas lacht.   „Ja, jeder kann rein“, antwortet er sauer. „Aber gesehen habe ich nur einen: Ismail!“ Thierry will noch etwas sagen. Doch Jonas hört ihm gar nicht richtig zu. Thierry geht zu Ismail. Doch der will mit niemandem reden."
A2,"Er setzt sich allein in den Bus. Zu Hause steigt Ismail aus und geht.Mit hängendem Kopf geht auch Thierry nach Hause. Eigentlich sollte er sich doch freuen. Sie haben den Pokal gewonnen.  Doch dann gab es den Diebstahl beim Turnier. Außerdem hat er seinen Vater enttäuscht. In der Wohnung angekommen, läuft Thierry gleich ins  Wohnzimmer. Hier essen sie immer, wenn Gäste da sind. Doch der Raum ist leer. In der ganzen Wohnung ist niemand. Thierry ist echt fertig! Da beschließt er, ein Gespräch mit Jonas zu führen. Wenigstens das will er klären. Mit dem Fahrrad fährt er zu Jonas.„Wie kommst du darauf, dass Ismail der Dieb ist?“, ruft er stinksauer. Ich glaube, du hast die Geldbörse selbst versteckt. Nur damit Ismail aus der Mannschaft geworfen wird! Bevor es zu einem richtigen Streit kommen kann, klingelt es. Es ist Thomas. Der Trainer bittet Thierry zu gehen. "
A2,"Thierrys Vater ist stolz. Beim Frühstück am nächsten Tag sagt Thierrys Vater kein Wort. Er ist noch immer enttäuscht von seinem Sohn. , es tut mir leid, sagt Thierry. Ich wollte dich nicht enttäuschen. Aber ich bin der Kapitän der Mannschaft. Alle verlassen sich auf mich. Dann erzählt er von Ismail und dem Diebstahl. Und wie er sich für den Neuen eingesetzt hat. Sein Vater sieht Thierry an.   „Ohne dich hätten die Jungen Ismail vielleicht verprügelt“, sagt er. „Ich bin sehr stolz auf dich.“ Dann lacht er.   „Deine Tante kommt nächsten Sonntag noch einmal“,  erklärt er. „Hast du dann Zeit?“ Thierry lacht auch.   „Wenn ich nicht gerade wieder einen Pokal in die Luft  halten muss.“Nun geht es Thierry viel besser. Die Stunden in der Schule fliegen nur so dahin. Aber um Ismail macht er sich immer noch Sorgen. "
A2,"Du bist ein guter Fußballer und sicher auch bald ein toller Freund“, sagt er. „Aber ein Dieb bist du nicht, oder?“ Ismail schüttelt den Kopf.  „Dann komm doch mit zum Training!“, drängelt Thierry. Er überzeugt Ismail. Das war nicht leicht, aber er hat es  geschafft. In der Umkleidekabine ist es sehr voll. Fast alle anderen sind schon da. Als Ismail und Thierry kommen, wird es still. Thierry atmet tief durch. In Ismails Haut möchte er jetzt nicht stecken. „Hi, Leute, seid ihr gut drauf?“, ruft Thierry wie immer.  Doch die anderen nicken nur oder drehen sich weg. Die gestohlene Geldbörse hat die Mannschaft richtig vergiftet. Thierry bleibt dicht bei Ismail. Wie ein Bodyguard.‚Ob Thomas noch etwas rausgefunden hat?‘, fragt sich Thierry. Als der Trainer kommt, will er ihn fragen. Doch dann kommt auch Jonas in die Kabine. Beschuldigt er Ismail jetzt weiter? "
